end,mbid,mfcc_0,mfcc_1,mfcc_10,mfcc_11,mfcc_12,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,pitch_confidence_mean,pitch_maximum,pitch_mean,pitch_minimum,pitch_stddev,start
7653556,a025eef0-d130-496f-9581-f5ce40bd1783,-627.5936889648438,91.95040893554688,-13.727872848510742,-8.519350051879883,0.5080833435058594,-41.902061462402344,33.20835876464844,-22.646583557128906,-13.453899383544922,1.1881275177001953,-18.280153274536133,-9.922080993652344,1.6112041473388672,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7644736
7661274,a025eef0-d130-496f-9581-f5ce40bd1783,-667.8036499023438,115.9264907836914,-4.931552886962891,-10.340890884399414,-3.5543994903564453,-36.197479248046875,26.458213806152344,-56.84222412109375,-33.2212028503418,16.145008087158203,-10.164268493652344,-27.212656021118164,9.585563659667969,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7652454
7668992,a025eef0-d130-496f-9581-f5ce40bd1783,-669.782470703125,116.22125244140625,-8.940181732177734,-15.473291397094727,-4.92791748046875,-49.872249603271484,12.359844207763672,-60.15229034423828,-21.680374145507812,30.144638061523438,3.992471694946289,-22.007755279541016,7.434946060180664,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7660172
7682220,a025eef0-d130-496f-9581-f5ce40bd1783,-686.223876953125,101.1910400390625,-7.761102676391602,-14.827621459960938,-0.6604995727539062,-44.65824890136719,17.500341415405273,-41.17583465576172,-26.26175308227539,25.066049575805664,-13.827898025512695,-37.30420684814453,8.184196472167969,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7673400
7689938,a025eef0-d130-496f-9581-f5ce40bd1783,-684.8464965820312,87.70320129394531,-10.672491073608398,-14.14891242980957,-3.257701873779297,-37.023521423339844,32.32760238647461,-38.156036376953125,-8.899543762207031,33.5167236328125,-2.9457778930664062,-29.145170211791992,-2.0275039672851562,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7681118
7697656,a025eef0-d130-496f-9581-f5ce40bd1783,-643.9129638671875,122.80119323730469,-0.5933551788330078,-6.208854675292969,-6.579963684082031,-50.6678466796875,17.100603103637695,-17.433631896972656,11.190332412719727,21.889976501464844,2.879457473754883,-14.97067642211914,2.6590442657470703,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7688836
7705374,a025eef0-d130-496f-9581-f5ce40bd1783,-667.1715087890625,104.7432861328125,-0.8863410949707031,-15.596141815185547,-21.695667266845703,-52.12620544433594,12.057523727416992,-24.970563888549805,29.199731826782227,36.185081481933594,1.4073333740234375,-5.876289367675781,1.7412891387939453,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7696554
7713092,a025eef0-d130-496f-9581-f5ce40bd1783,-641.9446411132812,105.83938598632812,-5.298852920532227,-8.838485717773438,-8.385581970214844,-58.52302551269531,8.501554489135742,-19.09024429321289,10.366020202636719,10.145217895507812,-9.55830192565918,-11.404745101928711,-3.9763641357421875,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7704272
7726320,a025eef0-d130-496f-9581-f5ce40bd1783,-660.212158203125,91.56937408447266,9.996633529663086,-22.177751541137695,-17.605735778808594,-52.68287658691406,21.587387084960938,-23.676475524902344,-12.700004577636719,0.43976402282714844,-22.30751609802246,-19.250286102294922,10.865032196044922,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7717500
7734038,a025eef0-d130-496f-9581-f5ce40bd1783,-646.0096435546875,98.16984558105469,-3.735006332397461,-24.683744430541992,-19.54324722290039,-67.85293579101562,3.1432743072509766,-30.1867618560791,0.02925872802734375,5.681324005126953,-11.63319206237793,-12.097391128540039,9.96739387512207,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7725218
7741756,a025eef0-d130-496f-9581-f5ce40bd1783,-680.678466796875,98.99252319335938,1.6094436645507812,-19.62120819091797,-14.18471908569336,-66.89448547363281,18.34034538269043,-12.875358581542969,-24.566802978515625,-2.8666458129882812,-16.157663345336914,-1.997232437133789,15.618797302246094,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7732936
7749474,a025eef0-d130-496f-9581-f5ce40bd1783,-642.3400268554688,83.66644287109375,-8.763639450073242,-22.288291931152344,-18.717967987060547,-52.40367126464844,7.051107406616211,-11.83839225769043,-3.0893917083740234,-8.573877334594727,-25.72724723815918,-2.7951183319091797,3.964557647705078,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7740654
7757192,a025eef0-d130-496f-9581-f5ce40bd1783,-657.5006103515625,94.41412353515625,-4.590568542480469,-12.577075958251953,-19.598873138427734,-82.065185546875,9.312320709228516,-12.714712142944336,-8.555885314941406,-12.533296585083008,-12.507064819335938,3.4512672424316406,19.71571922302246,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7748372
7770420,a025eef0-d130-496f-9581-f5ce40bd1783,-659.3473510742188,92.6443099975586,-10.020698547363281,-13.821889877319336,-12.608407974243164,-49.05845260620117,25.72527313232422,-26.260379791259766,-13.973438262939453,-18.138948440551758,-20.296438217163086,5.184894561767578,4.997827529907227,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7761600
7778138,a025eef0-d130-496f-9581-f5ce40bd1783,-651.1720581054688,85.40815734863281,-24.373144149780273,-20.344940185546875,-16.732967376708984,-63.58335494995117,28.72594451904297,-20.674163818359375,2.001192092895508,-7.19316291809082,-16.654136657714844,-8.314544677734375,5.283580780029297,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7769318
7785856,a025eef0-d130-496f-9581-f5ce40bd1783,-678.6653442382812,72.96548461914062,-24.84209442138672,-13.647411346435547,-21.757312774658203,-74.75435638427734,28.049915313720703,-9.669824600219727,9.428598403930664,-3.2423763275146484,-8.573249816894531,-0.06740570068359375,8.696235656738281,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7777036
7793574,a025eef0-d130-496f-9581-f5ce40bd1783,-665.9710083007812,77.21473693847656,-9.729269027709961,-9.452545166015625,-0.5376949310302734,-72.03857421875,20.512121200561523,-11.49957275390625,-10.897298812866211,-2.359111785888672,-20.720256805419922,-10.11863899230957,14.258480072021484,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7784754
7801292,a025eef0-d130-496f-9581-f5ce40bd1783,-701.9515380859375,79.58187866210938,-5.533483505249023,-9.129819869995117,3.963409423828125,-37.88136291503906,12.250246047973633,-19.103958129882812,-11.225349426269531,7.409595489501953,-16.034194946289062,0.9612865447998047,-0.1169586181640625,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7792472
7814520,a025eef0-d130-496f-9581-f5ce40bd1783,-626.365234375,125.24433898925781,3.2261276245117188,-10.058103561401367,-14.662223815917969,-49.284027099609375,22.261198043823242,-10.71419906616211,-5.839107513427734,-4.73084831237793,-4.785621643066406,3.1958694458007812,9.731019973754883,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7805700
7822238,a025eef0-d130-496f-9581-f5ce40bd1783,-640.9281005859375,111.43052673339844,2.202085494995117,-13.307968139648438,-3.7063846588134766,-69.7490234375,19.90022087097168,-24.45865821838379,3.4774398803710938,6.922260284423828,-2.568958282470703,-5.164316177368164,11.471588134765625,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7813418
7829956,a025eef0-d130-496f-9581-f5ce40bd1783,-641.0447387695312,111.15047454833984,-13.734066009521484,-17.660945892333984,-8.008306503295898,-58.88203430175781,20.828096389770508,-14.358339309692383,3.2860355377197266,2.340198516845703,-18.9105224609375,-10.301422119140625,8.00804328918457,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7821136
7837674,a025eef0-d130-496f-9581-f5ce40bd1783,-668.5794677734375,101.1968994140625,-8.987897872924805,-20.141183853149414,-5.734640121459961,-73.38076782226562,7.828985214233398,-18.801816940307617,2.4217262268066406,5.30805778503418,-20.89249610900879,-12.665840148925781,-3.1691665649414062,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7828854
7845392,a025eef0-d130-496f-9581-f5ce40bd1783,-649.0997314453125,104.5201416015625,-11.687173843383789,-18.161924362182617,-17.275585174560547,-69.97795104980469,8.79914665222168,-32.634735107421875,-11.01116943359375,8.773681640625,-10.726509094238281,-11.228803634643555,18.87952995300293,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7836572
7858620,a025eef0-d130-496f-9581-f5ce40bd1783,-678.4527587890625,102.02312469482422,-17.398189544677734,-18.010526657104492,-17.157888412475586,-58.71126937866211,35.54738235473633,-11.780094146728516,-9.419506072998047,-8.767679214477539,-21.402297973632812,-14.139518737792969,-1.7210617065429688,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7849800
7866338,a025eef0-d130-496f-9581-f5ce40bd1783,-733.6681518554688,119.6743392944336,-13.861957550048828,-15.447628021240234,-8.794977188110352,-34.00966262817383,40.810707092285156,-9.687257766723633,-24.759693145751953,-17.90587043762207,-23.354759216308594,-13.48786735534668,-2.273162841796875,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7857518
7874056,a025eef0-d130-496f-9581-f5ce40bd1783,-655.3035888671875,92.28819274902344,-13.367871284484863,-20.29022979736328,-15.557000160217285,-61.201080322265625,24.888029098510742,-19.106948852539062,-18.714101791381836,-7.580860137939453,-20.63737678527832,-2.7560062408447266,12.855962753295898,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7865236
7881774,a025eef0-d130-496f-9581-f5ce40bd1783,-664.1478271484375,104.65707397460938,-20.347171783447266,-19.378416061401367,-13.17563247680664,-74.91993713378906,25.924755096435547,-18.79041862487793,-16.104991912841797,-2.0950984954833984,-11.38739013671875,3.8629837036132812,0.5720405578613281,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7872954
7889492,a025eef0-d130-496f-9581-f5ce40bd1783,-684.9495849609375,105.86798858642578,-17.62031364440918,-22.230236053466797,-7.5352630615234375,-51.419437408447266,38.746124267578125,-2.2369346618652344,-24.414342880249023,-11.794227600097656,-25.390743255615234,0.9640407562255859,-0.1706829071044922,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7880672
7902720,a025eef0-d130-496f-9581-f5ce40bd1783,-670.8297119140625,97.17961120605469,-15.57444953918457,-23.7587947845459,-12.469419479370117,-68.1685791015625,38.650634765625,-21.218395233154297,-17.718605041503906,-2.0132904052734375,-15.902690887451172,7.832649230957031,11.127666473388672,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7893900
7910438,a025eef0-d130-496f-9581-f5ce40bd1783,-654.7337646484375,88.99713897705078,-17.351123809814453,-15.662878036499023,-7.73430061340332,-60.81856155395508,26.315528869628906,-17.41710090637207,-24.083253860473633,-7.615695953369141,-15.337581634521484,2.881866455078125,1.2478618621826172,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7901618
7918156,a025eef0-d130-496f-9581-f5ce40bd1783,-671.1875610351562,90.71954345703125,-18.913909912109375,-6.4293975830078125,-13.913783073425293,-59.42136764526367,24.22828483581543,-8.719709396362305,-3.4490814208984375,-1.5660552978515625,-15.14460563659668,6.200328826904297,0.7002048492431641,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7909336
7925874,a025eef0-d130-496f-9581-f5ce40bd1783,-698.8316040039062,90.57838439941406,-12.881742477416992,-21.208040237426758,-20.882640838623047,-40.84331512451172,26.57465934753418,-4.0736083984375,-4.483051300048828,-3.662992477416992,-3.8378429412841797,8.001848220825195,-3.023754119873047,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7917054
7933592,a025eef0-d130-496f-9581-f5ce40bd1783,-763.9686889648438,96.69783020019531,-12.437264442443848,-11.325490951538086,-2.088642120361328,37.10543441772461,45.60015869140625,13.727605819702148,-2.5837574005126953,6.510433197021484,2.2028427124023438,2.230907440185547,10.500917434692383,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7924772
7946820,a025eef0-d130-496f-9581-f5ce40bd1783,-638.024658203125,89.86274719238281,-17.634614944458008,-6.380256652832031,-5.609827041625977,-17.640674591064453,28.129093170166016,-24.637399673461914,-2.747661590576172,2.6980056762695312,-10.323322296142578,2.9174232482910156,9.289749145507812,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7938000
7954538,a025eef0-d130-496f-9581-f5ce40bd1783,-641.1573486328125,117.49394989013672,-6.4869232177734375,-5.267263412475586,-10.700420379638672,-63.26565170288086,17.245222091674805,-11.028310775756836,-10.971260070800781,-8.545915603637695,-10.526800155639648,-8.344532012939453,10.534143447875977,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7945718
7962256,a025eef0-d130-496f-9581-f5ce40bd1783,-693.0219116210938,66.02698516845703,-13.568835258483887,-12.24394416809082,-8.675897598266602,-19.64234161376953,18.255632400512695,-11.95654296875,-10.745477676391602,-2.5045833587646484,-23.592918395996094,2.6305198669433594,7.442844390869141,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7953436
7969974,a025eef0-d130-496f-9581-f5ce40bd1783,-656.2796020507812,88.33667755126953,-18.39519500732422,-9.764360427856445,-5.423990249633789,-33.71186828613281,57.141483306884766,-11.884794235229492,-32.15884780883789,-9.72477912902832,-16.7432804107666,-20.39047622680664,-13.078388214111328,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7961154
7977692,a025eef0-d130-496f-9581-f5ce40bd1783,-638.6363525390625,63.38800811767578,-21.40088653564453,4.940876007080078,-2.3636646270751953,-35.748897552490234,60.792232513427734,-13.264007568359375,-25.60013198852539,-21.338489532470703,-22.788333892822266,-12.638288497924805,-23.703927993774414,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7968872
7990920,a025eef0-d130-496f-9581-f5ce40bd1783,-650.4318237304688,101.65753173828125,-4.66313362121582,-12.145772933959961,-17.6778621673584,-63.44328689575195,6.679567337036133,-16.594768524169922,-6.598361968994141,-1.5473480224609375,-17.908552169799805,-11.330303192138672,4.75520133972168,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7982100
7998638,a025eef0-d130-496f-9581-f5ce40bd1783,-641.2747192382812,93.82217407226562,-7.697784423828125,-12.241165161132812,-20.3580322265625,-64.10466766357422,12.199304580688477,-14.034910202026367,-0.5949363708496094,-12.996614456176758,-22.117868423461914,2.1365737915039062,6.669281005859375,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7989818
8006356,a025eef0-d130-496f-9581-f5ce40bd1783,-686.7303466796875,107.81753540039062,-17.535236358642578,-9.75107192993164,-13.37559700012207,-55.892547607421875,39.644859313964844,-21.32817268371582,-25.198806762695312,-11.339578628540039,-23.75511932373047,9.004650115966797,6.619880676269531,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,7997536
8014074,a025eef0-d130-496f-9581-f5ce40bd1783,-656.6239624023438,102.07804107666016,-20.18059730529785,-11.625825881958008,-12.24749755859375,-69.71446228027344,37.418052673339844,-19.960651397705078,-10.081523895263672,-5.4381103515625,-11.302440643310547,5.060768127441406,1.0463390350341797,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8005254
8021792,a025eef0-d130-496f-9581-f5ce40bd1783,-664.8584594726562,109.93783569335938,-10.436380386352539,-12.965879440307617,-16.656023025512695,-58.85462188720703,20.62197494506836,-26.370473861694336,-1.2118186950683594,-2.051929473876953,-23.759716033935547,4.831123352050781,8.730178833007812,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8012972
8035020,a025eef0-d130-496f-9581-f5ce40bd1783,-678.6024780273438,113.796875,-7.166767120361328,-14.755186080932617,-14.660377502441406,-57.402122497558594,19.376272201538086,-29.87717628479004,3.836679458618164,21.055171966552734,-26.05693817138672,-7.982114791870117,15.40646743774414,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8026200
8042738,a025eef0-d130-496f-9581-f5ce40bd1783,-691.26171875,119.91346740722656,-9.822029113769531,-13.187400817871094,-11.503164291381836,-50.09980010986328,15.840690612792969,-34.73455810546875,2.271221160888672,20.491718292236328,-27.826618194580078,-4.44495964050293,15.632190704345703,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8033918
8050456,a025eef0-d130-496f-9581-f5ce40bd1783,-699.8291015625,122.52075958251953,-13.642143249511719,-3.718883514404297,-13.26384162902832,-11.285079956054688,27.10032081604004,-13.119867324829102,18.82088851928711,33.86204147338867,-13.099037170410156,-5.427141189575195,10.504034042358398,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8041636
8058174,a025eef0-d130-496f-9581-f5ce40bd1783,-745.117431640625,145.646728515625,-9.663444519042969,-6.044679641723633,-12.354486465454102,-8.38265609741211,27.30950927734375,-7.268060684204102,13.584543228149414,40.22324752807617,-12.891986846923828,-13.311342239379883,7.33643913269043,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8049354
8065892,a025eef0-d130-496f-9581-f5ce40bd1783,-752.3026123046875,87.01595306396484,-4.83738899230957,-12.867210388183594,-4.36103630065918,11.89383316040039,38.692665100097656,-15.597930908203125,14.838663101196289,25.41349220275879,-15.09521484375,-6.035219192504883,5.149332046508789,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8057072
8079120,a025eef0-d130-496f-9581-f5ce40bd1783,-681.7416381835938,116.92921447753906,-12.908075332641602,-6.622150421142578,-9.247232437133789,-44.731842041015625,26.36070442199707,-9.791357040405273,-21.60498809814453,-11.615787506103516,-25.085447311401367,-8.163961410522461,1.0382614135742188,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8070300
8086838,a025eef0-d130-496f-9581-f5ce40bd1783,-631.7337036132812,96.47296142578125,-3.6157703399658203,-12.420459747314453,-19.434030532836914,-55.511436462402344,-1.3261604309082031,-34.82966613769531,-8.006336212158203,5.460723876953125,-14.587125778198242,-2.226194381713867,1.1613731384277344,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8078018
8094556,a025eef0-d130-496f-9581-f5ce40bd1783,-642.9481201171875,92.91259765625,-10.709314346313477,-19.620655059814453,-23.194683074951172,-56.430763244628906,22.34229278564453,-32.40308380126953,-11.48823356628418,4.507293701171875,-13.478837966918945,-2.8190174102783203,-2.6916580200195312,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8085736
8102274,a025eef0-d130-496f-9581-f5ce40bd1783,-646.83056640625,89.5884017944336,-11.14755630493164,-11.11468505859375,-24.141326904296875,-69.585205078125,15.809795379638672,-32.38813018798828,-1.3820266723632812,8.048839569091797,-4.435859680175781,1.8693580627441406,-3.318635940551758,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8093454
8109992,a025eef0-d130-496f-9581-f5ce40bd1783,-653.06396484375,92.92988586425781,-8.096927642822266,-8.742340087890625,-20.075349807739258,-64.45584106445312,15.331014633178711,-22.560943603515625,-5.419929504394531,-6.145685195922852,-9.473604202270508,-2.7081031799316406,0.069793701171875,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8101172
8123220,a025eef0-d130-496f-9581-f5ce40bd1783,-717.4453125,119.67379760742188,-0.6276340484619141,-7.998859405517578,-11.030487060546875,-44.51873779296875,-0.49494171142578125,-11.236398696899414,10.075023651123047,2.3551712036132812,-14.307552337646484,-24.161880493164062,4.844964981079102,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8114400
8130938,a025eef0-d130-496f-9581-f5ce40bd1783,-652.1231079101562,98.18478393554688,-0.12690162658691406,-9.21633529663086,-10.639806747436523,-53.41424560546875,17.28664207458496,-24.72954750061035,2.7303924560546875,2.642210006713867,-19.198223114013672,-19.84244155883789,3.816089630126953,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8122118
8138656,a025eef0-d130-496f-9581-f5ce40bd1783,-647.463134765625,102.95756530761719,-15.81783390045166,-6.554765701293945,-11.973899841308594,-72.76795959472656,12.89749526977539,-21.2890567779541,8.56092643737793,4.017250061035156,-16.68096923828125,-10.522388458251953,-4.30116081237793,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8129836
8146374,a025eef0-d130-496f-9581-f5ce40bd1783,-656.350830078125,96.02403259277344,-7.426774978637695,-18.861801147460938,-11.298566818237305,-60.48826599121094,7.774772644042969,-16.287479400634766,6.299358367919922,4.373252868652344,-24.019689559936523,-13.892755508422852,3.670583724975586,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8137554
8154092,a025eef0-d130-496f-9581-f5ce40bd1783,-650.3775024414062,103.11262512207031,-7.671030044555664,-9.59278678894043,-18.7471981048584,-76.1263427734375,5.293756484985352,-24.486156463623047,15.653715133666992,0.16849517822265625,-23.278949737548828,-9.023706436157227,5.245025634765625,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8145272
8167320,a025eef0-d130-496f-9581-f5ce40bd1783,-636.9923095703125,108.27314758300781,-9.70587158203125,-8.057262420654297,-7.427295684814453,-30.243671417236328,18.241357803344727,-22.10085105895996,11.986473083496094,30.573532104492188,-8.517881393432617,-4.040824890136719,9.551734924316406,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8158500
8175038,a025eef0-d130-496f-9581-f5ce40bd1783,-695.4564208984375,96.85679626464844,1.570688247680664,9.862573623657227,6.707889556884766,-34.309444427490234,34.923065185546875,-10.816438674926758,12.179479598999023,43.83364486694336,-10.676658630371094,-12.460664749145508,16.592845916748047,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8166218
8182756,a025eef0-d130-496f-9581-f5ce40bd1783,-759.1779174804688,96.74740600585938,-2.5410079956054688,-4.1389923095703125,-7.085752487182617,1.3901214599609375,38.432464599609375,-16.66684341430664,29.520421981811523,14.382255554199219,-0.842987060546875,-13.739166259765625,4.391752243041992,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8173936
8190474,a025eef0-d130-496f-9581-f5ce40bd1783,-683.9412841796875,105.12327575683594,-3.9455432891845703,-6.37469482421875,-15.629837036132812,-18.08074378967285,27.63623809814453,-11.587141036987305,-21.14370346069336,-11.938783645629883,-4.964546203613281,-4.488653182983398,6.27215576171875,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8181654
8198192,a025eef0-d130-496f-9581-f5ce40bd1783,-638.9341430664062,105.51819610595703,5.047828674316406,-12.175891876220703,-12.095815658569336,-60.477142333984375,12.925697326660156,-8.319522857666016,-11.157567977905273,-6.05293083190918,-30.182598114013672,-8.20172119140625,13.488192558288574,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8189372
8211420,a025eef0-d130-496f-9581-f5ce40bd1783,-650.49267578125,105.0338363647461,0.8846359252929688,-10.241401672363281,-21.03429412841797,-67.680419921875,9.460023880004883,-22.152414321899414,-5.988487243652344,-8.382795333862305,-15.555366516113281,-7.810182571411133,10.170303344726562,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8202600
8219138,a025eef0-d130-496f-9581-f5ce40bd1783,-742.2242431640625,106.68289184570312,-7.035320281982422,-15.719327926635742,-26.32977867126465,-9.208335876464844,18.943628311157227,-4.936454772949219,-21.245342254638672,-6.137540817260742,-19.444791793823242,-6.586177825927734,4.824512481689453,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8210318
8226856,a025eef0-d130-496f-9581-f5ce40bd1783,-670.1442260742188,77.62110137939453,-2.4435882568359375,-2.1814422607421875,-10.382168769836426,-10.876375198364258,25.317123413085938,-25.152523040771484,-4.911220550537109,0.28055572509765625,-31.203073501586914,-13.298343658447266,-2.4888839721679688,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8218036
8234574,a025eef0-d130-496f-9581-f5ce40bd1783,-717.3982543945312,115.45590209960938,-14.563594818115234,-14.59160041809082,3.1649913787841797,-10.943061828613281,14.554500579833984,-34.5006217956543,-19.834426879882812,17.175813674926758,-9.788671493530273,-32.40977478027344,5.925609588623047,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8225754
8242292,a025eef0-d130-496f-9581-f5ce40bd1783,-705.693115234375,143.4950408935547,-0.2283477783203125,-11.52374267578125,-8.823114395141602,-29.59087371826172,0.5949363708496094,-33.86968994140625,-9.618934631347656,-6.311822891235352,-9.698169708251953,-14.052494049072266,6.591154098510742,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8233472
8255520,a025eef0-d130-496f-9581-f5ce40bd1783,-657.6138305664062,105.59904479980469,-14.320327758789062,-3.4474105834960938,-4.298166275024414,-77.69514465332031,16.723670959472656,-24.59408950805664,-4.400382995605469,6.18194580078125,-6.287410736083984,2.9295616149902344,5.825065612792969,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8246700
8263238,a025eef0-d130-496f-9581-f5ce40bd1783,-658.89208984375,108.53791809082031,-10.037322998046875,-4.278373718261719,-1.8527603149414062,-74.62580108642578,14.420431137084961,-29.36176872253418,-6.183280944824219,2.6029434204101562,-10.355045318603516,12.634721755981445,9.334924697875977,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8254418
8270956,a025eef0-d130-496f-9581-f5ce40bd1783,-656.8287963867188,111.39067077636719,-7.276676177978516,-1.764230728149414,-16.038110733032227,-71.82852172851562,11.794692993164062,-30.561372756958008,-1.1789970397949219,17.14377212524414,-10.147424697875977,6.342424392700195,1.5312728881835938,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8262136
8278674,a025eef0-d130-496f-9581-f5ce40bd1783,-666.3604125976562,118.54033660888672,-6.172000885009766,-14.508256912231445,-20.003908157348633,-72.27088928222656,17.609373092651367,-26.22354507446289,3.4155921936035156,20.495361328125,-10.480030059814453,1.2959060668945312,5.657341003417969,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8269854
8286392,a025eef0-d130-496f-9581-f5ce40bd1783,-654.4414672851562,122.92059326171875,-3.323030471801758,-6.5278472900390625,-13.141127586364746,-32.60802459716797,10.815315246582031,-19.208288192749023,11.228668212890625,25.72837257385254,-2.629589080810547,1.6430110931396484,2.0162200927734375,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8277572
8299620,a025eef0-d130-496f-9581-f5ce40bd1783,-833.518310546875,134.73997497558594,-7.019039154052734,-9.505992889404297,-6.888166427612305,20.265186309814453,39.395652770996094,8.056140899658203,8.347728729248047,20.240116119384766,-8.944099426269531,-5.921276092529297,0.3743476867675781,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8290800
8307338,a025eef0-d130-496f-9581-f5ce40bd1783,-685.5316772460938,82.98095703125,-20.59646987915039,-2.770223617553711,-8.029325485229492,-15.828100204467773,73.62494659423828,-6.185640335083008,-31.957853317260742,-11.246969223022461,-0.8122806549072266,-7.704566955566406,-14.754470825195312,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,8298518
