end,mbid,mfcc_0,mfcc_1,mfcc_10,mfcc_11,mfcc_12,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,pitch_confidence_mean,pitch_maximum,pitch_mean,pitch_minimum,pitch_stddev,start
413438,a025eef0-d130-496f-9581-f5ce40bd1783,-727.3740844726562,170.05271911621094,-6.299520492553711,-10.806632995605469,-8.83544921875,-25.762222290039062,42.28466796875,-14.151222229003906,-11.37978744506836,3.3087806701660156,-28.077659606933594,-15.881645202636719,-6.94952392578125,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,404618
421156,a025eef0-d130-496f-9581-f5ce40bd1783,-753.81396484375,166.2054443359375,-3.255502700805664,-3.398334503173828,-11.77267074584961,-10.439476013183594,38.25979995727539,-6.093513488769531,-14.252880096435547,3.881999969482422,-22.55205535888672,-17.05482292175293,-10.959056854248047,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,412336
428874,a025eef0-d130-496f-9581-f5ce40bd1783,-753.2642822265625,151.81936645507812,-11.909605026245117,-1.6722488403320312,-10.424036026000977,-3.1124038696289062,32.27134323120117,-4.487636566162109,-8.83584976196289,-4.745292663574219,-16.62722396850586,-10.784566879272461,-12.627933502197266,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,420054
436592,a025eef0-d130-496f-9581-f5ce40bd1783,-777.5624389648438,160.7482147216797,-7.861185073852539,-6.347076416015625,-9.565532684326172,2.151592254638672,33.53934097290039,0.09375,-18.298114776611328,-4.355525970458984,-15.724166870117188,-4.687061309814453,-8.590522766113281,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,427772
449820,a025eef0-d130-496f-9581-f5ce40bd1783,-790.58935546875,165.24168395996094,-12.531105041503906,-6.128181457519531,-7.08671760559082,-19.792308807373047,25.04775619506836,-11.058300018310547,-20.971736907958984,-6.227087020874023,-16.495887756347656,2.3075180053710938,-6.144432067871094,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,441000
457538,a025eef0-d130-496f-9581-f5ce40bd1783,-752.5203857421875,156.17703247070312,-13.386409759521484,-6.864856719970703,-11.569807052612305,-31.681114196777344,37.90837097167969,-15.312732696533203,-24.50830078125,-3.9143142700195312,-11.884864807128906,-6.816019058227539,-18.400894165039062,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,448718
465256,a025eef0-d130-496f-9581-f5ce40bd1783,-752.2789916992188,150.60546875,-5.777366638183594,-7.167835235595703,-8.688461303710938,-44.5247688293457,40.02610778808594,-17.87435531616211,-28.50048828125,-2.5982131958007812,-12.199382781982422,-4.895669937133789,-17.503921508789062,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,456436
472974,a025eef0-d130-496f-9581-f5ce40bd1783,-721.0307006835938,154.12399291992188,-14.848918914794922,-13.528629302978516,-17.36602020263672,-46.36031723022461,32.84059143066406,-21.835697174072266,-37.57454299926758,-3.8622665405273438,-7.263397216796875,-8.478034973144531,-15.661842346191406,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,464154
480692,a025eef0-d130-496f-9581-f5ce40bd1783,-708.999755859375,140.4972381591797,-16.024662017822266,-22.13103485107422,-16.630718231201172,-47.560543060302734,35.259029388427734,-29.757200241088867,-42.24747085571289,-4.552331924438477,-5.814521789550781,-9.718893051147461,-16.294490814208984,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,471872
493920,a025eef0-d130-496f-9581-f5ce40bd1783,-716.10986328125,134.73512268066406,-17.84250831604004,-28.33385467529297,-15.328102111816406,-46.820335388183594,30.400848388671875,-17.115432739257812,-36.70827865600586,-5.83625602722168,-4.65936279296875,-4.929964065551758,-9.04275894165039,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,485100
501638,a025eef0-d130-496f-9581-f5ce40bd1783,-731.0984497070312,147.41873168945312,-23.03909683227539,-25.99349594116211,-14.536808013916016,-50.92965316772461,32.32986831665039,-17.361183166503906,-35.77878952026367,-0.6098251342773438,-11.62179946899414,-16.067279815673828,-20.187576293945312,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,492818
509356,a025eef0-d130-496f-9581-f5ce40bd1783,-749.774169921875,150.9036102294922,-16.504531860351562,-25.457035064697266,-20.635822296142578,-52.79622268676758,30.001079559326172,-18.210723876953125,-36.666927337646484,-0.6092033386230469,-9.369426727294922,-4.302801132202148,-6.208091735839844,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,500536
517074,a025eef0-d130-496f-9581-f5ce40bd1783,-731.8359985351562,163.30047607421875,-21.60757064819336,-23.831146240234375,-27.53569793701172,-51.04621505737305,16.543399810791016,-23.825801849365234,-40.63479232788086,-7.23016357421875,-8.553417205810547,2.1745033264160156,-12.45172119140625,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,508254
524792,a025eef0-d130-496f-9581-f5ce40bd1783,-806.8123779296875,176.23643493652344,-3.439922332763672,-18.05093765258789,-14.846044540405273,-24.118854522705078,0.4153938293457031,-13.657489776611328,-40.4700927734375,-9.758014678955078,-4.430919647216797,-8.39964485168457,-6.409568786621094,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,515972
538020,a025eef0-d130-496f-9581-f5ce40bd1783,-885.0184326171875,158.416015625,-6.184236526489258,-9.532493591308594,-15.400793075561523,12.21041488647461,8.614948272705078,4.045108795166016,-22.493183135986328,-12.709512710571289,-7.369907379150391,-3.1436691284179688,-6.544322967529297,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,529200
545738,a025eef0-d130-496f-9581-f5ce40bd1783,-927.59033203125,139.0977783203125,-1.4002265930175781,-5.7860260009765625,-11.960752487182617,41.75817108154297,5.959964752197266,-9.974456787109375,-28.419139862060547,-15.015361785888672,-2.9659652709960938,-0.6733322143554688,1.9607391357421875,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,536918
553456,a025eef0-d130-496f-9581-f5ce40bd1783,-981.9476318359375,125.3431625366211,-5.72526741027832,-7.652214050292969,-3.6092872619628906,55.936676025390625,16.1085205078125,0.4553070068359375,-17.329334259033203,-2.0782318115234375,2.1659507751464844,0.16196823120117188,-4.9353485107421875,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,544636
561174,a025eef0-d130-496f-9581-f5ce40bd1783,-921.9794311523438,109.16009521484375,-13.298194885253906,-8.574085235595703,-4.13725471496582,17.576595306396484,32.77494812011719,12.091346740722656,-10.079780578613281,2.0789833068847656,-9.98809814453125,4.513210296630859,7.170589447021484,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,552354
568892,a025eef0-d130-496f-9581-f5ce40bd1783,-729.0806274414062,131.96868896484375,-11.035654067993164,-6.493629455566406,-1.0123672485351562,-47.337860107421875,28.533233642578125,-30.239864349365234,-32.156211853027344,-8.023588180541992,-16.77779769897461,-0.32126617431640625,-6.624870300292969,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,560072
582120,a025eef0-d130-496f-9581-f5ce40bd1783,-755.625732421875,163.177490234375,-5.0210723876953125,-5.07659912109375,-10.072319030761719,-39.31905746459961,23.2186279296875,-4.355907440185547,-15.534072875976562,2.449596405029297,-21.329490661621094,-14.427045822143555,-10.417526245117188,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,573300
589838,a025eef0-d130-496f-9581-f5ce40bd1783,-678.75244140625,172.69537353515625,-5.743236541748047,-4.068424224853516,-19.27313232421875,-38.278106689453125,36.584774017333984,-23.655101776123047,-12.453311920166016,7.6226959228515625,-25.39516830444336,-25.712230682373047,-23.03857421875,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,581018
597556,a025eef0-d130-496f-9581-f5ce40bd1783,-701.8011474609375,154.4134063720703,-0.5654525756835938,-6.5907745361328125,-16.784692764282227,-52.25374984741211,29.038738250732422,-15.831344604492188,-13.59560775756836,20.03127670288086,-11.371204376220703,-11.539316177368164,-6.355113983154297,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,588736
605274,a025eef0-d130-496f-9581-f5ce40bd1783,-714.5540771484375,161.83096313476562,-17.053462982177734,-25.234970092773438,-8.490594863891602,-45.0593376159668,36.57294464111328,-0.0653839111328125,-15.72298812866211,4.134269714355469,-16.48955535888672,-9.485353469848633,-8.662590026855469,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,596454
612992,a025eef0-d130-496f-9581-f5ce40bd1783,-686.252685546875,152.4285430908203,-15.474145889282227,-18.310012817382812,-1.4065933227539062,-60.71786880493164,18.445751190185547,-27.819150924682617,-8.660789489746094,-4.035850524902344,-27.148784637451172,-9.232276916503906,-1.2003898620605469,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,604172
626220,a025eef0-d130-496f-9581-f5ce40bd1783,-669.8203125,152.49478149414062,-23.776090621948242,-15.701709747314453,-8.888814926147461,-57.056121826171875,20.484634399414062,-15.646203994750977,-13.4766845703125,-1.9930534362792969,-13.859600067138672,-7.734718322753906,-6.9163665771484375,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,617400
633938,a025eef0-d130-496f-9581-f5ce40bd1783,-676.6767578125,166.82522583007812,-22.287979125976562,-14.320003509521484,-10.644355773925781,-51.815025329589844,31.294979095458984,-6.599617004394531,-13.297615051269531,-0.6591835021972656,-16.474021911621094,-10.840719223022461,-20.713211059570312,0.0076323458924889565,225.14413452148438,118.97038269042969,0.0,109.19857025146484,625118
